the only reason im watching this is becasue i just watched something and im trying to be happy again,3
i love the song it makes me fall asleep,0
i just watched horror videos now im happy,0
hab grad horror films videos bin jetzt wieder happy,1
lovely music,1
super hat mich,2
makes my happy on an rainy day,1
a song is in xd cant take it seriously,1
yay ty i just watched a scary movie thank u,1
i love happy music so do my rabbits,1
i played this while playing with my baby bunny,1
omg i have baby bunnies too and there soooo cute o,1
i did it with my dog,1
addicted xavi o omg,1
aww i love baby bunnies,1
aww so cute,1
this vid was to happy,0
so beautiful d i love so much i wont stop watching it,1
came here because i just watched a scary video laugh my ass off,0
omg i finished it that means i really really love this im liking this,1
thanks for heart my comment i just dont know how to edit but thanks,1
solo nice,1
excellent music that comes from the ideal planet,1
this music is great i was writing on microsoft word and listening to this and it actual helped my creativity,1
the perfect music to play to roast your enemies,1
im happy loser,1
a m a z i n g,1
if you see from the duration only already not happy,2
this beautiful music made my day,1
alost in strah sta,1
this is so good who knew we could study work hard and feel happy at the same time,1
when you finally finished the first page of homework,1
we have a ghost app and my sister is telling me its sitting on the bed with me im playing this and it immediately walked away haha help,0
i was literally crying but the second i listened to this i was dancing and smiling,3
same here,0
i feel so alive with this music,1
lets have fun hihi,1
wow this music must have a positive affect on people,2
wow i love this music and i wish there was more,3
i listen to this music during a scary part in a movie i dont want to watch,0
thanks lounge music great music in the background for my,1
i mean party,1
i play this music when a scary game,1
and super bass,1
i love this music,1
omg omg this is the best,1
thx lounge music i used this for my class play worked super well thx,1
hi,1
its interesting comparing happy music to depressing sad music who would want to make their sad situation worse by listening to a creepy minor eyes song this is like the antidepressant of all medicines xd,3
this makes me happy,1
essa musica linda linda e,1
oi danny linda ajuda,3
sad happy,1
i love this cant wait till i can play ukulele like this d,1
actually most of the plating is fairly simple,0
this helped me clean out my closet,1
really good music to colour to helps me,1
i just uploaded a video with this music and it got a total of automated copyright claims lol,0
great music like the beat,1
perfect music for white girls,1
now im happy,1
making me smile as i write my students progress reports,1
omg i love these happy songs,1
i like,1
i loved it thank you so much,1
very nice positive songs thanks,1
it didnt work,3
i love this,1
wow this is very upbeat better than i was expecting for sure i needed some sunshine and every other happy and uplifting playlist i tried just made me feel depressed so thanks lounge music,1
happy music indeed i added to my playlist if you dont mind,1
yesterday was a very sad day for me one of my idols committed suicide anthony so needed some happy music to start my day,3
awesome always love another way to enjoy various instruments and their happy sounds light airy and refreshing to listen to,1
makes doing some of my physical therapies i have to do fun too,0
cool,1
this music makes me feel happy and easy,1
how could anybody dislike this ukulele music,2
stress free,1
well hope this music calms you down i really like the music lounge music gives us,1
perfect for relaxing and studying i love this music,1
love this music,1
i was very sad before now because of this music made me happy the so much lounge music,3
beautiful music this made my day,1
i am already happy,1
many thanks i am depressed i try to find something to help me a little better and this helps me thank you i owe you,3
i was playing a scary game and i was like oh yeah,0
yay the music is not only happy but also cute w,1
it makes me happy thanks,1
i did not know what to do to calm myself i was looking a compilation of elevators accident it was horrible people getting crush or ripped in alf oooo my god even babys it was horrible,3
thats why i came to this video,0
i love it its so happy,1
good for siblings who dont want to wake up,0
i love this it helps me do my homework i love this so much and i love who made this to thank you,1
helped me deal with my cat going missing,3
i love this music i play this video every day when i wake up,1
i like the second happy song,1
i clean my room that my brother messed up thanks made my clean up faster and happier,2
i listened to this while drawing thanks for making the mood better,1
im eating cheerios,1
just awsome loved this music,1
awesome it fits when im playing,2
my daughter loves this song they listen to it in her school in england lovely,1
it is happy music i can enjoy it with my schoolwork even though it is still spring,1
same im doing it with my schoolwork right now i know this is a very late comment because you put yours up months ago but still,0
longer yes,1
me happy happy,1
lmfao im listening to this while im texting my ex best friend i love her so much im crying fucking tears of joy oh my fucking god i love her its been almost a year and were talking again oh my fucking god ily ily ily,3
amazing nice to be back,1
awesome,1
love it it is so relaxing,0
yes,1
thats that sjw story time music,1
so lively,1
i like so much,0
i happy now,1
thanks for the heart my first hearted comment,1
this place is great thx,1
thank you its makes me so happy,1
kids and dogs music,1
great music,1
da e,2
congratulation awesome music blessings,1
im addicted to this music every morning,1
aile kadar,1
this is the song i hear in the back of every family vlog ever lol love it,1
happy to a he is a he is q it i am so i am a ap y,1
didnt have the best day and this helped cheer me up a little thanks like subscriber,1
i love happy music thank you,1
perfect music for a baby like me who cant play horror games,3
o,1
it is one of the best i have ever had,1
nirmala sonowal your welcome,1
miss ariana thanks,3
to,1
really made me happy,1
soo happy,1
my teacher puts this music on like every day for background music when we are doing our work i love it,1
thanks this made me feel better after a very scary vid thank you so much,1
same i watched,3
lovely i used this for an edit i love the upbeat music it was very nice it would rob awesome if u were to check it out on my account when it gets posted it would mean to much to me thanks for the upbeat music and amazing music,1
cool i listened to this with headphones when i made a life plan book,1
this really cheered me up because my music teacher died a few weeks ago,3
ok game i am sorry for your loss even though it was a year ago,3
rip for your teacher bro andor sis,3
im still depressed help,3
happy and summer,1
great great happy happy upbeat music many thank to the lady right here and now,1
my teacher plays this all the time,2
my teacher plays this all the time in the classroom and every body loves it,2
well she does too but she cant hear it,1
i actually really like it but my friend star doesnt,3
star ladybug is my best friend,1
star ladybug dont pay attention to the name thinks this is very bad so i think its bad star couldnt hear it on her computer but it plays on mine but i still dont like it because star ladybug doesnt,1
omg this has made me cry thankyou,3
i had never been this happy since my days were ruined thank you,1
when your mom is gone from home for hours and then she finally comes back,1
this music is very happy why so many dislikes bro,3
im seriously depressed but it only took mins to get my head nodding and i am reminded i am alive bastards havent got me yet p thanks,2
first last,1
listen to toto these chains you will be so happy youre alive,1
first last,1
you go sweetheart i know how things get rough sometimes so wish you a lot of strength and light for the hardest day and lots of peace for the brighter ones,1
keep the vibe,1
to leve de use i para me concentrate no trabalho,1
really really really great music made my day and making someones day is a pretty big deal you should be proud of yourself thank you for the music,1
yes,1
this so happy i like it thank you so much please do more happy musics,1
i was watching a try not to cry vid and it was sooo sad so i decided to watch something happy witch was this and it worked but its to long but i still like it so much too,3
makes me want to drink bleach thanks,0
hey greetings from france i wish you a very nice day full of peace sun shine and love be bless everybody,1
good morning from ukraine thanks for the music i love it so much,1
im so fucking depressed,3
i listen to it at school when im working and i finished my text first the good work,1
selamat pagi good morning from indonesia,1
im hearing this because i just watched a scary urban legends video and im home alone,3
my life is better with music,1
this is cool,1
good job,1
i just came here after watching creepy videos,0
these happy songs made me super duper happy,1
so happy and hear warming,1
happy music is good,1
this music made me feel so happy and calm thank you,1
yes it is,1
how sweet and playful,1
so happy thank you so much toe tapping can listen to this vibe all day,1
this makes me cry,3
goodbye,3
i will miss you,3
i love this song,1
this song makes me feel o nice,1
so so so nice music y,1
totally helped my day through,1
ng diwa ukelele music,1
happy music happy mind happy day good happy morning,1
yeah this music says lighten up loved it thanks,1
this helped me getting through vr horror games thank you,1
is my favourite,1
i used this to make a meme,3
c,1
hello easter,1
this is such beautiful music i cleaned my room with this music and i was so happy and energetic i cleaned my disaster room i couldnt see the floor or walls in minutes thanks so much,1
really happy,1
i like happy music,1
sambil,1
this is perfect for the morning,1
yay,1
i always think about this music when im sitting on the toilet thanks lounge music,1
beautiful,1
i had to watch this after watching a really scary video for me to forget about it,0
i love music and when i hear this kind of music i feel like i hear waves,1
fav,1
who else uses this music to clean your room like if u agree,2
i dont clean my room xd,2
edit still dont clean meh room oh well theres to much dog hair from meh,0
shine with arianna g,1
andy thai it worked thank you,1
i was so happy i didnt notice i drove off a bridge now im floating in the middle of the atlantic ocean help,0
man,2
im cleaning it right now xd,0
bellissimo grazie per le belle e campi di fiori,1
i woke up feeling a bit down this morning but this music is helping me feel a lot better,1
me too thats why i listen to it every morning and its a great music,1
a scott im happy for you,1
average crow yes amigo i agree with you you also have a nice day bro,1
i hope you are feeling better as of now have a great day or night,1
lovely selection for a saturday afternoon thanks,1
sure is,1
arnaldo yes,1
im a writer and during my writing i try and find the best music to listen too i found this playlist and fell in love ive listen again so many times thank you so much it helps me relax and stay calm while writing your friend and fan oc,1
actually making me dance at work thank you,1
morning dear,1
i feel happy already d,1
me gusta de la musica con mi taza de cafe en compania de mis perros ellos tambien de esta hermosa musica,1
just loving this music so much happy morning,1
im happy today yay,1
its kind of hard to be cranky around this,1
super happy it make my day this make me happy joy,1
this music helped me to study thanks for this music as it is positive and i have to worry about anything except study i can concentrate on my finals preparation study,1
boards,0
haha the same situation,2
thank you i enjoy it,1
its winter,3
no puedo dejar de escuchar esta es active busco otra y siempre regreso a esta la me encanta para trabajar,1
this is so good to listen to while writing a comedy story,1
happy valentines day,1
joe thanks,1
i love galaxies and huskies,1
i play the ukulele and this would be so fun to try to figure out how to play,1
so happy,1
great tunes thank you,1
lounge its so happy not a bad mood anymore but i dont know why like if you agree d its cutie,1
this is the best music,1
very very very nice,1
zoon muziek het je echt vrolijk,2
this is calming af,1
i was not in a bad mood anymore you are the best,1
i will love your music pls like it,1
very nice thanks,1
longue i love your music,1
perfect for relaxing time,0
im so happy to see you lounge but your song is great,1
si que,2
its good but cute d,1
i sub liked and bell,1
i love the music save up this amazing happy music plz do more,1
i was sad and now im dancing happy around in my room,1
i was so sad,3
i cant leave without music,1
its best masterpiece on youtube,1
i love it,1
good music when youre depressed like me,1
what is the tittle of song at,0
i do not want to lie to you all yes its entertaining i dont want to bother laying you go on,2
aww his is so nice,1
hakuna matata,1
bom dia feliz,1
bom dia muito bom com esta musica bem alegre,1
que de,1
brasil ue kkk,1
unicorn she said nice to hear,1
great way to start my morning,2
i just love this thanks,1
i played this through a top cursed numbers vid,3
this is really nice to listen to as background music,1
beautiful,1
d d d d,1
loved it,1
happy happy,3
this always makes me feel so happy when writing essays i take a oath to be a better person please like if you agree,1
likes are you happy now,0
same now likes,0
nishan bajwa,1
a cup of tae with suga good,1
love it,1
while eating breakfast really nice,1
happy,1
perfect,1
this music turned my frown upside down thank you,1
math is soooo fun now,2
better,1
everything is bette,1
yay of sure,1
it does make me kinda happy thumbs up if you agree,1
man this is great i use this to focus on work d,1
thank you you make my day successful,1
yes,1
thx for the song it made me happy,1
good music good mood tq,1
i love happy music,1
very entertaining and so happy i like every piece of this thank you for sharing happy morning from the philippines,1
yas amazing,1
why does this keep getting interrupted by a dipping ad trying to be happy here,2
helps me study thank you,1
thx this helps me in the morning,1
this helps me if i want to play a horror game xd,1
this makes me happy,1
this music is amazing,1
wow really liked,1
i love it,1
the music reminds me of kickstarter videos,3
titles,0
i feel awesome,1
i really need this even after my own online best friend is being a ass and him lying to me so much i dont know if i can handle talking to him nor continue being his friend be seriously didnt believe me that i was crying my balls off and going off being high like are you kidding me he seriously doesnt believe me that i was crying while messaging him i had to leave my online game i play with him cause i cant stand texting him or bother seeing him oni just need a breath to bring some happiness in me i should not let him get to me i only need to be concern about me and my mood,3
drop him honey some people arent worth wasting time with if your friend isnt supportive replace him with someone who is,2
if someone share his sadness we dont have right to push him down if you dont respect feelings of someone else keep it for you next time everybody feel bad sometime maybe one day it would be you,1
this made me happy after what logans vlog made me think about him,1
maybe its time to walk away lies etc are not part of a wholesome relationship especially if causing so much distress,3
u have just to forgot him know life is too short to cry for someone like this,3
no one is really interested in your teenage style angst there are some very real problems in the world do try and get things in proportion please,2
it is really happy music,1
just needed some music to kill myself to this should work nicely,1
love this thank you so much x,1
so sweet music,1
i listened to this while painting im not too happy with how it came out but the music is amazing and it gave me the vibes u was seeking for the painting lol and i had a bad headache and this helped out and now i wanna play my ukulele laugh my ass off,1
stop doing that,2
this music makes me feel nostalgic i dont know why but its a good feeling,1
this a video i actually really wanted to give a thumbs up to,1
thanks i can feel my soul is happy,1
i love all these songs so much,1
awesome,1
boom,2
huhu,3
das ist so herzlich danke,1
im so sad,3
muy feliz musica,1
love ya mx si tu estas correcto,1
one word amazing,1
i listen to this whilst playing the joy of creation xd,1
so hood,1
good music to paint with,1
this selection is what im search for in the long time finally found the one,1
haha finally helps with writers block,1
yr old getting into business watch out publishers to be amazed d,1
me like,0
awesome totally fantastic,1
best music ever u made my day thx now im so happy,1
im playing slender right now and decide not to be so scared so im playing this to me not be scared,0
stop playing that it is meant to scare you to death literally,2
logic laugh my ass off,1
ill play minecraft,1
clash royale more then dont play slender,2
i am so contented,1
thanks for happy music is great,1
happy,1
mr happy,1
on my brothers birthday thanks good music,1
lovely and amazing,1
adore de se grata,1
happy,1
there were an add scared crap outta me,0
thank u u just made my day,1
youre welcome,1
thank you i was in so bad mood,2
rage fist me too,2
copy write,0
mi da,2
super happy music the music is really very positive i want to live with it thank you very much,1
it made me sad mad,3
whats the third song at plus mins,0
moin,1
this is perfect for morning dance and everywhere anyone goes peacefully the best also best for anywhere and it can be used for movies right,1
it made me write a song,3
as a man that doesnt normally listen to this i love it,1
love it so much,1
youre still not gettin any,0
cms s i love you,1
great wonderful happy fun music,1
yeap thats right its a very nce song,1
flo hpp,1
i like the good good,1
i like this so much,0
thank you for this,1
thank you i was really bummed and this helped alot,1
sounds very beautiful,1
i like this because it wakes me up and sets my day on track,1
thanks i love the harry potter books but they would be better if hermione was the main character,1
susannah i love your profile pic hermione rules,1
so good,1
sooo nice,0
this music is saving my life thank you so much,1
cleaning my room has never been so great and fun,1
same d d d d d d d d d d d,1
you are a potato no longer,2
same i dont know why but it made me dance,0
you should have received a message saying the order online,2
wonderful thank you,1
to me i love my self only me caan make me happy lose weight go on trips spa,1
i love the uke wish i could play it this is soo pleasing to the ear helps me wake up in the morning,0
wich is the name of the song on minute please i need it please please please somebody who help me find it,1
i kn,1
is that mr happy mr men series book,0
super trouper,2
i subscribed,1
thanks for these nice music but would you please provide a playlist to us thanks a lot,1
when everyone comments on how great it is but you want to comment its too happy for you,0
see its random xd xp,1
random commenter haha,0
i was mad but now im happy,1
hello thank you for the musics ive found my good mood again im smiling following the rythm peace on you all,1
nice music sounds like hawaiian i have been there twice,1
wonderful i just love it keep spreading the happiness may god bless you,1
me gusta mucho el,1
hi i love this music so much and it works perfectly with my film that i am creating for school but i need lounge musics permission to use the music lounge music can i have your permission to use your music in my film i will credit you at the end of the film if you would like please reply soon,1
good music,1
i feel much better already,1
song i love it,1
omg amazing loved it check out mine im just a kid,1
great music thanks,1
so so cute,0
good job love it,1
happy happy joy,1
mu laptop just gave me the blue screen of death and this helped me through it all thank you,1
just saw something sad on instagram so here i am not sobbing my heart out,3
bandit joke,1
david rae,1
do you when bbq,0
but how,3
are you ok,3
ha ha ha,2
i use this to play horror game,0
why it doesnt make the games scarier,0
me to,0
haha me too,1
im so happy d,1
happy music happy life happy goddess hallelujah,1
i love this it helped me do my homework,1
im homeschooled so this helped me a lot too,1
becky tube this helped me focus on my reading,1
me too d,1
you guys are rockin best music ive heard in a long time,1
me too,3
is it alright to use this as background for home video production,0
nice song,1
makes my mood so good i love your music list i heart ukulele d lounge music,1
i can use this for my morning routine v,1
go army any hope fans,1
same,0
yay army,1
its a good girl for life d,1
kpop fam right here d,1
love it make me so happy,1
berhan seyoum i dont know,1
me to,0
this is great thanks,1
who knew useless could be so relaxing thanks for pulling a few strings and posting this no frets right,1
your so punny,2
hailey and cute cats,1
just google being dumb and posting it twice i guess,0
haha im glad that you picked these puns,1
kailey stallings why did you repeat yourself,2
exactly and listening to this will guarantee happiness no strings attached,1
anybody know what the whistling song is called,0
john sullivan yeah,1
so nice,1
tell me how,2
john sullivan sorry,1
tell me now,2
joan espejo ios,2
wow,1
v,1
angel,1
oneness,1
smile oneness what r u saying,1
smile oneness p,1
etc,0
this is good morning music uplifting,1
why do people just say the names of the people who commented like pravin patil wtf,2
william maloney,1
sooooo good,1
my son is a great ukulele player he has been singing and playing the ukulele professionally for a few years now hes years old my son turns any occasion he sings into a happy party,1
hmm are those quotation marks sarcasm or emphasis,0
the gamer alton it would still be sad not happy,3
shake it up bitch,2
you must be a great father then,0
jeffrey padavan ok,2
gay means happy,1
soviet union,1
nice unicorn lover,1
super happy music thank you lounge music,1
catherine i love thats,1
catherine i l,1
very nice thanks,1
who knew music could be so toe tapping,0
susan tarr azinger ukulele,1
i agree,1
i know right,2
from where are you listening thank you for being here,1
get a free download and stay updated about my music by signing up to my newsletter,1
very nice music deep sleep india,0
much love to you all from chicago,1
from canada,1
amazing music for relaxation thankyou from brasil,1
my mom is sleeping and this music is helping her,0
so beautifully love listening to this music it really soothes my heart when listening to it thank you so much,1
i love it because it is very realizing,1
relax,0
my daughter listens to this when she needs to sleep its so relaxing thank you you are a blessing to make my restless daughter,0
sleep d,0
its very nice deep sleep and it is also used for meditation for our school classes after minutes what happened do you know if then what,0
lol my grandson droops off immediately within min it works every time,1
maravilloso es nico escuchar esta,1
this,2
its so relaxing,0
muzyka wielki talent,1
is there any arabic people,3
y,1
this is very helpful this takes all the stress from me i fell soso alone i struggle with depression this is the key to peace please continue doing more of these videos,3
nice content peace joy soul relax,1
i love music,1
who actually sleeps with this cuz i do,0
hi im jean from philippines listening this beautiful music before bed time i feel very comfortable while im lying in my bed when im alone,0
hello guys if you like sounds of the rain and sounds of nature visit me plz,1
cette musique merci et bonjour de londres,1
my name is and i am still years old and when i am doing my homework i am listening this song thank you for making like this music without this music when i do my homework it would be so boring thanks,1
hi person scrolling through the comment if you are having a hard time just remember you are not alone and never give up,1
nina coin thanks you,1
du,1
i love this music,1
i wanna die i wanna go to heaven,3
this music puts me to sleep every night thank you so very much ps,0
this using the best because my mom and dog died yesterday,3
super good i love it,1
hello from canada,1
who all tired of seeing add before the video,0
she is biutiful,1
this begin is in the piece with the rain i love this music i search this a lot i love what you make for us,1
love you to,1
i love the music it reminds me of the world,1
una vez un maestro de yoga soy y me dijo no te de una o sonido pero si y lo mucho porque te gusta puedes perder su belleza yo y no suelo hacer muchos comentarios de lo qe pero hay algunos que si este me y me gracias por,1
florida usa happy veterans day my grandfather past away at war this music helps,1
w,1
im sorry he is in a better place,3
dominick butcher im sorry to hear that,3
est en este tiempo de tantos,3
gracias,1
beautiful music thank you love california,1
music e mui,1
solo paz,1
peaceful and beautiful music im subscribing,1
this helps me sleep peacefully,0
thank you so much for presenting such beautiful music at the end of the day when activity is wrapped up i have gotten into the habit of searching for soothing music it creates an aura of peace that banishes the stress and worry for a bit of time i let it play in the background as i read or sleep thank you again,1
frm malaysia,1
senza parole bellissimo,1
more knowledge beyond understanding,1
its so lovely and relaxing,1
love you,1
tanks you so mush,2
i was listening to this song while my years old son was sleeping i was reading some of the comments when my son woke up crying he told me that by listening to this song made him remembered the awesome day we had together that by listening to it he felt sad and happy at the same time because the day was gone and i just could hold to cry a little seeing how my son could identify his feeling through your music it was awesome,3
this song just made me sad,3
awesome,2
i am the best yes i am,1
thank you for sharing this beautiful story with your child,1
i sell replays cost a like please,3
i like excellent music,1
love na mahal muna ako love l love you sweetheart l love you forever my dear,1
bu ite,1
the music is always so beautiful,1
beautiful,1
beautiful music thank you so much my years old daughter and i are sleeping with your music every night,1
love from canada,1
best one,1
hola que nadie habla,2
this is very relaxing and clam whenever i have any struggle i listen to the it it helps me clam myself and sleep at night as well i just play this music on my speaker in low volume and sleep peacefully,0
thank you for sharing this,1
great video,1
awesome,2
so beautiful so spiritual,1
love it thank you,1
perth western australia,1
demos gracias a nuestro padre creator del microcosmos y por del hermano peder esta hermosa que nos energa para alcanzar la universal entre hermanos adis un abrazo,1
this is helping me stop crying i have been crying for hours after what happened but this is helping me clam down thanks for making this,1
man i am about to cry,3
amazing movie,1
hi i am from rome and thanks for this amazing music,1
its great music,1
wen you made that other one i was in a deep sleep,0
thank you,1
muzika thanks ingrid,1
very calm i introduced this to my reading teacher and she will only play this during reading semester,2
cool channel,1
thank u so much i needed a great nap,0
thank you for making this soundtrack,1
cool,2
im and i fell right asleep but it wasnt fun waking up lol min turned into,0
im and i was asleep for hour,0
im listening in the uk,1
and my granddaughter picked this one she like the color pink,1
also mine,1
i like the sound,1
listening from prince edward island and loving it,1
listening from edward island very much appreciate the beautiful music you make it is transformational,1
eres un regalo para este mundo gracias por la belleza de tu alma,1
my grandkids were fast asleep,0
thanks sooo relaxing love it,1
i am immersed in pleasure while listening to this marvelous piano song and watching these marvelous pictures,1
hi peder its nice to see ya on yt,1
beautiful music love,1
does anyone know what songs these are i would love to learn thank you,1
ll,1
koll,1
this helps with my depression an i got a lot more happier,1
remember youre amazing dont get too depressed get help if it gets worse talk to family members as well,1
i find this is nice before sleep and it has nice instruments playing really peaceful ideal to get sleep strugglers to sleep for the couple of nights,0
beautiful,1
so nice quiet peaceful thank you,0
did it take you a wile to scroll down here,0
me gusta me,1
hola como has estado mi sentido comun m,0
am listening to this in new zealand right now,1
beautiful background so relaxing thanks a lot,1
denmark,1
great great great music fadi from,1
from brasil,1
amo,1
um bem enorme a alma,1
it is teen,1
does anyone know the name of the first piece on this video i want to buy the album its on,0
muzyka bella musica hermosa melodia beautiful music,1
manado north sulawesi indonesia,1
tanta,3
b,2
i love this its my go to relaxation music,1
thank you so much for your inspiration,1
hi,1
hi,1
very hi,1
really so so nice,1
this is so great im listening to this at my work place i work ems and its very stressful but this helped me relax enough to take a nap,0
really wow i feel to cry reminds me of the days of childhood,3
relaxing music,1
love,1
this is my favorite its so soothing and its almost like its telling me a beautiful story lol i almost panicked when i couldnt find it on youtube i need this when i am studying,0
peaceful music always keeps me sleep every night,0
im loving this music,1
i used to play the piano and i want to play like your videos,3
i like the songs,1
beautiful and soothing thanks,1
piano,1
ok bir kanal,1
i was imagine ply this song and huge my girls in the bed,0
so romantic haha,1
i use this music when im baking it makes me relax,1
awesome work keep it up relaxing peaceful really beautiful music,1
peder i just wanted to thank you for your beautiful piano compositions a friend directed me to your channel and recommended your music to help me as im going through some very difficult times in my life i will keep returning here to listen to your work as its very soothing thank you again from austin texas usa,1
this is so beautiful and calming thank u for sharing this with us have a wonderful day,1
i love your every music,1
from pennsylvania usa thank you so much as someone with ptsd your music gets me through many a tough day,1
this actually worked for my baby brother to go to sleep,0
thank you for this i would have never finished by book for tomorrow without this thank you,1
i completed the most boring chapter easily just because of this music,1
neha gandhi watch mha,1
very relaxing i feel free,1
tim janis thank you beautiful music and welcome rebeka,1
van te n s most a vande rok t s a maty fld most modern maty a is van a tv van igy ez mert n egy a a meg a kis a nem mert rt a s tea,1
nos most a bull dog s rebeka,1
warm greetings from morocco,1
i know i am late but can u make a piani music video with much more rain sounds and a lil fast music i need that kinda music for studying,1
piani,0
merci beaucoup cause de cette music jai pue faire mon an classe,1
i left a comment on one of your songs and it goes for all you have but i used the word simple i mean clean clear easy to hear in no way do i think your work is simple basic or easy hugs sweet i want you to understand the magnitude of how your music influences soul,1
very good i was bored then i feel to relax and mind went to peace very good music,1
some friendly advice from the netherlands go sit outside in the garden take some deep breaths and close your eyes for a second to listen to this peace going through your body just a few second enjoy that feeling of peace you have around you and if you are comfortable open your eyes and look up to the stars just to see how bright they are shining for you and just watch a little bit more and a little bit closer and see how all the stars come together at one place to give you all the love all the energy all the light and all the peace they what you needed now you have tasted this inner rest go to sleep with a feeling you are blessed to day and knowing tomorrow will be a new day with new love new light and new energy you needed for this day enjoy your day and love the people around you if yo have been taking this advice i will promise you that you will enjoy every little thing in life just like all these little stars in this bright sky,1
its become a habit now i cant study without your music,1
lovely music which album is thus on id like to download it thank you,1
this had my kids sleeping in less than min and they were so restless but it worked thumbs up,1
very good,1
i love your music its literally music to my ears its awesome to wake up to and even more amazing to be driven asleep to the crystal sound thanks and keep up the great work,1
thanks to this music my mom fell asleep sweetly after hours of strong headache,2
this music is for the heart and soul,1
the best the most beautiful,1
cette musique est juste magique,1
bonito,1
me,2
i think im falling,0
very relaxing i listen all night to sleep thank you very much,0
gorgeous music so calm and relaxing,1
that is smoothing,0
musik ini yang saya beban yang ada from indonesia,1
these songs are so peaceful i love all of them,1
i am listening from philadelphia pa and i love your music it makes me think positive and it takes away all my pain and stress out of me thank you for making these perfect melodies,1
i love this song it helps me to put my husband to sleep at night time when he is not sleeping,0
a cold rainy day here in west texas this is perfect for feeding thru my home sound system and listen while the rain falls,0
wow very good piano i am sleep piano volume is so good,0
relaxing i love,1
put my baby to sleep my girlie thank u,0
bikin i like it speak indonesian,0
this is so relaxing thank you so much for uploading its time for bed now,0
thank you its been a tough day and i really needed this calming music so good,1
peaceful sound i lot in my sweet memories,1
from philippines,3
iiii love it,1
gracias me y les cuento gracias,1
thank you for such a wonderful video it brings some much needed tranquility in my thoughts many blessings to your work take care and love and peace for all,1
why these songs keep making me feel lonely hope i have friends soon,3
super sweet,1
peace and harmony thank you,1
lovely music it makes me feel so good makes me feel more safely,1
i love it,1
this is just beautifully holding i feel like im floating off peacefully to a precious safe place x,1
can you do pokemon oracion leaf flute,0
i hate it because i just want to be myself when i listen to this,3
perfect thank you,1
life is beautiful,1
i sad music land so beautiful,3
im very happy with it,1
i love it so relaxing ugh im falling asleep,0
beautiful,1
this was beautiful,1
i will get good rest for sure thanks for this,1
very nice music,1
nepali music also very soothing try to listen u will feel it,1
cd hay canh on ban,3
it is rely great,1
lm vic g cng phi c uy gia c tn t trn di ti xin php kin cc thy nu c hp tc v mi thi gian cn di,1
today is my birthday,1
happy birthday even it too late,1
kun,1
very beautiful photos,1
how great thou art,1
listening from thailand almost every night,1
thank you for the video it took my breath away,1
i hope your having a great day i personally think you deserve it i just love your videos check out mine id love to know your thoughts,1
its very nice,1
you are amazing thanks for creating a wonderful music,1
lol i listen to this music at night and haha just gets you in that emotional stage when you realize your lonely forever and have no soul purpose on life except to die haha lol but on a lighter note great music haha,0
why tf do i wanna cry,3
life nice no more tears,1
zo good joop van,1
the most beautiful music to listen,1
im and i had suicidal thoughts and this helps me feel better,1
this song is beautiful and rebecca totally agreed thought of suicide never came close to doing it cuz i knew there was so much more i can overcome struggles,3
ute jene oh lord only years old you have youre entire life ahead my love pre teen and teenage years go so fast they are full of anxiety the unknown peer pressure and discovery everything at that age seems like the end of the world ive been there but i promise you it will pass there is life beyond school find what you love and go for it with all youre heart what other people think is not important make yourself happy and try to make others happy and the world will seem like a nicer place please dont give up,1
i struggle with horrible insomnia thank you for making beautiful videos that helps me fall asleep,0
the sounds are great for relaxing too,1
i feel you brother,3
well i am going to get to bed,0
i sleep with it,0
who loves to listen to quiet music pressing you,1
thanks a lot,2
its so good,1
thank you for this relaxing vibes,1
beautiful music i wish i could compose like that,1
fabulous,1
i prefer without the rain lovely,1
algeria is everywhere,0
comme magnifique enjoy,1
beautiful thank you,1
good night from england,0
show,1
thats is not exactly the correct british flag this is,2
just love in a three or in a cloud thank you,1
l like it,1
your music makes me feel relaxed thank you,1
he lo,1
nice obrigado super,1
so peaceful done a great job soothing relaxation well done its beautiful work that u have done great job once again,1
i love piano music,1
heavenly tune,1
love the music just so relaxing and the video is beautiful just takes me back to lovely walks in the country and the scottish mountains,1
great,2
love photography is beautiful too from ut,1
i love listening to this,1
this is just beautiful and exquisite love it thank you for sharing with us,1
love you love from pakistan,1
im from pakistani used to play this music,3
thank you soothing relaxation videos for this music great for many occasions with rain would also be nice,1
very nice and relax feel like that thank you are so sweet for me the this video is heart touched,1
great music bro,1
nice,1
yes this channel is such a confidence booster it makes me think for a girl from piano who i like big prodigy really good like this three hours of beautiful music thank you guys so much you get me thinking during these mixes about life everybody has room for improvement in every category,1
so touching and beautiful,1
tudo a melodia as agente para um mundo onde a unio e essa pelos videos,1
youre doing really very good job youre like an instrument of god to bring peace into the life of depressed people through your soothing music thank you,1
im reading your responses to peoples comments and you seem like such a nice and positive person keep posting these beautiful videos,1
marla trosper,1
the music is so soothing,1
i love this music from cambodia,1
thuy music do you want to say something,1
petr pan,1
lovely music,1
why why wont depression go away,3
majed from iraq can you send me some poems and stories please,3
beautiful music even better pictures thank you,1
hi i loved the video visit my channel when i can please sign up,1
romantic music is very good,1
of course im not that romantic music fan,2
but this music played on piano,1
the truth was very beautiful more with the landscapes the mountains the animals the flowers the landscape etc etc etc is great,1
what mother of nature brings us,2
that we humans that we are plague the wars killing the animals to the plants etc etc all,2
in a few words we are destroying mother nature,2
